TCode,Duration (sec),Direction,Name,Final_Arrival,Initial_Departure,Total_Trip_Duration_mins
T304,1380.0,Bus towards Westbound 94 Express / Downtown / Minneapolis,I-35E & County Road 14,7:14am,6:00am,74.0
T304,134.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",I-35E & County Road 14,7:14am,6:00am,74.0
T305,85.0,Walk to Interstate 35E Ramp & I-35E Co Rd E P&R,I-35E & County Road E,7:14am,6:16am,58.0
T305,1200.0,Bus towards Southbound 275 Express / St Paul,I-35E & County Road E,7:14am,6:16am,58.0
T305,1440.0,Bus towards Westbound 94 Express / Downtown / Minneapolis,I-35E & County Road E,7:14am,6:16am,58.0
T305,134.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",I-35E & County Road E,7:14am,6:16am,58.0
T306,120.0,Walk to Chanhassen Transit Station & P&R,Chanhassen Transit Station,7:32am,6:53am,39.0
T306,2160.0,Bus towards Eastbound 692 Express/E Bd/Minneapolis,Chanhassen Transit Station,7:32am,6:53am,39.0
T306,102.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Chanhassen Transit Station,7:32am,6:53am,39.0
T309,74.0,Walk to Excelsior Blvd & 8th Ave P&R,Hopkins Park-and-Ride,7:42am,7:13am,29.0
T309,1620.0,Bus towards Eastbound 670 Express/Dt Mpls,Hopkins Park-and-Ride,7:42am,7:13am,29.0
T312,35.0,Walk to Carver P&R & Ironwood Dr Jonathan Carver,Carver Station,7:29am,6:40am,49.0
T312,2820.0,Bus towards Eastbound 697 Express/E Bd/Carver/East Creek/Mpls,Carver Station,7:29am,6:40am,49.0
T312,102.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Carver Station,7:29am,6:40am,49.0
T313,534.0,Walk to Newport Transit Station - P&R,Newport Transit Station,7:43am,6:54am,49.0
T313,2280.0,Bus towards Northbound 365 Express / Minneapolis,Newport Transit Station,7:43am,6:54am,49.0
T313,134.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Newport Transit Station,7:43am,6:54am,49.0
T315,2100.0,Bus towards Southbound 865 Express / Downtown,Paul Parkway,7:28am,6:51am,37.0
T315,134.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Paul Parkway,7:28am,6:51am,37.0
T316,217.0,Walk to The Marschall Road Transit Station,Marschall Road Transit Station,7:36am,6:40am,56.0
T316,3120.0,Bus towards 493 Minneapolis,Marschall Road Transit Station,7:36am,6:40am,56.0
T316,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Marschall Road Transit Station,7:36am,6:40am,56.0
T317,10.0,Walk to Dunkirk Ln P&R - Plymouth Presbyterian,Dunkirk Park & Ride,7:25am,6:45am,40.0
T317,2220.0,Bus towards Eastbound 774 EB/Dunkirk/Sta 73/East/DTWN/UofM,Dunkirk Park & Ride,7:25am,6:45am,40.0
T317,102.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Dunkirk Park & Ride,7:25am,6:45am,40.0
T318,359.0,Walk to Apple Valley Transitway Station NB,Carmike Cinema,7:41am,6:57am,44.0
T318,2280.0,Bus towards 477 Minneapolis,Carmike Cinema,7:41am,6:57am,44.0
T318,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Carmike Cinema,7:41am,6:57am,44.0
T534,18.0,Walk to Becker P&R & Willow St,Becker Municipal Lot,7:13am,5:19am,114.0
T534,1200.0,Bus towards Southbound 887 Northstar Link/Big Lake/ResourceCtr,Becker Municipal Lot,7:13am,5:19am,114.0
T534,33.0,Walk to Big Lake Station & Platform,Becker Municipal Lot,7:13am,5:19am,114.0
T534,1500.0,Train towards Southbound Northstar / Minneapolis / Target Field,Becker Municipal Lot,7:13am,5:19am,114.0
T534,17.0,Walk to Coon Rapids Riverdale Station & Gate A,Becker Municipal Lot,7:13am,5:19am,114.0
T534,3060.0,Bus towards Southbound 850 Express / Foley P&R / Dntn Mpls,Becker Municipal Lot,7:13am,5:19am,114.0
T534,198.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Becker Municipal Lot,7:13am,5:19am,114.0
T564,2400.0,Bus towards Southbound 887 Northstar Link/Big Lake/ResourceCtr,Northstar Link Lot,7:13am,5:00am,133.0
T564,33.0,Walk to Big Lake Station & Platform,Northstar Link Lot,7:13am,5:00am,133.0
T564,1500.0,Train towards Southbound Northstar / Minneapolis / Target Field,Northstar Link Lot,7:13am,5:00am,133.0
T564,17.0,Walk to Coon Rapids Riverdale Station & Gate A,Northstar Link Lot,7:13am,5:00am,133.0
T564,3060.0,Bus towards Southbound 850 Express / Foley P&R / Dntn Mpls,Northstar Link Lot,7:13am,5:00am,133.0
T564,198.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Northstar Link Lot,7:13am,5:00am,133.0
T701,60.0,Walk to Maplewood Mall Transit Center & Gate B,Maplewood Mall Transit Center,7:39am,7:02am,37.0
T701,1980.0,Bus towards Westbound 270 Express / Minneapolis,Maplewood Mall Transit Center,7:39am,7:02am,37.0
T701,151.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Maplewood Mall Transit Center,7:39am,7:02am,37.0
T703,1560.0,Bus towards Southbound 854 Express / Downtown Mpls,Northtown Transit Center,7:43am,7:14am,29.0
T703,198.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Northtown Transit Center,7:43am,7:14am,29.0
T704,85.0,Walk to Interstate 394 Exit & Louisiana Transit A Bay,Louisiana Ave Transit Center,7:38am,7:14am,24.0
T704,1260.0,Bus towards Eastbound 645 Ltd Stop / Minneapolis,Louisiana Ave Transit Center,7:38am,7:14am,24.0
T705,61.0,Walk to Wayzata Blvd N & Morries Auto,Plymouth Road Park & Ride,7:45am,7:21am,24.0
T705,1320.0,Bus towards Eastbound 672 Express / Downtown,Plymouth Road Park & Ride,7:45am,7:21am,24.0
T706,29.0,Walk to Southdale Transit Center & Gate C,Southdale Transit Center,7:34am,7:04am,30.0
T706,1680.0,Bus towards Northbound 578 Express / Downtown,Southdale Transit Center,7:34am,7:04am,30.0
T706,54.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Southdale Transit Center,7:34am,7:04am,30.0
T707,1500.0,Bus towards Northbound 597 Express / Minneapolis,South Bloomington Transit Center,7:37am,7:11am,26.0
T707,54.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",South Bloomington Transit Center,7:37am,7:11am,26.0
T710,57.0,Walk to Burnsville Transit Station,Burnsville Transit Station,7:43am,7:17am,26.0
T710,1500.0,Bus towards 460 Minneapolis,Burnsville Transit Station,7:43am,7:17am,26.0
T710,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Burnsville Transit Station,7:43am,7:17am,26.0
T711,46.0,Walk to Eagan Transit Station,Eagan Transit Station,7:44am,7:07am,37.0
T711,2160.0,Bus towards 470 Minneapolis,Eagan Transit Station,7:44am,7:07am,37.0
T711,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Eagan Transit Station,7:44am,7:07am,37.0
T712,240.0,Walk to Apple Valley Transitway Station NB,Apple Valley Transit Station,7:41am,6:59am,42.0
T712,2280.0,Bus towards 477 Minneapolis,Apple Valley Transit Station,7:41am,6:59am,42.0
T712,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Apple Valley Transit Station,7:41am,6:59am,42.0
T713,91.0,Walk to SW Station P&R & Technology Dr,SouthWest Station,7:44am,7:13am,31.0
T713,1680.0,Bus towards Eastbound 690 Express / E Bd / Minneapolis,SouthWest Station,7:44am,7:13am,31.0
T713,102.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",SouthWest Station,7:44am,7:13am,31.0
T010,89.0,Walk to Como Ave & Eustis St,Como & Eustis,7:38am,7:02am,36.0
T010,1860.0,Bus towards Eastbound 3B Como Av/St Paul - Depot/Via Front,Como & Eustis,7:38am,7:02am,36.0
T010,224.0,"Walk to St Paul, MN 55101, USA",Como & Eustis,7:38am,7:02am,36.0
T028,21.0,Walk to Normandale Village & P&R,Normandale Village,7:43am,6:32am,71.0
T028,2280.0,Bus towards Northbound 589 Express / Minneapolis,Normandale Village,7:43am,6:32am,71.0
T028,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Normandale Village,7:43am,6:32am,71.0
T028,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Normandale Village,7:43am,6:32am,71.0
T028,143.0,"Walk to St Paul, MN 55101, USA",Normandale Village,7:43am,6:32am,71.0
T032,20.0,Walk to 94th St W & St Edward Church P&R,St. Edward's Catholic Church,7:43am,6:37am,66.0
T032,1980.0,Bus towards Northbound 589 Express / Minneapolis,St. Edward's Catholic Church,7:43am,6:37am,66.0
T032,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,St. Edward's Catholic Church,7:43am,6:37am,66.0
T032,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,St. Edward's Catholic Church,7:43am,6:37am,66.0
T032,143.0,"Walk to St Paul, MN 55101, USA",St. Edward's Catholic Church,7:43am,6:37am,66.0
T040,204.0,Walk to Co Rd 73 P&R & A Bay,Co Rd 73 & I-394 South,7:37am,6:40am,57.0
T040,1200.0,Bus towards Eastbound 673 Express / Downtown,Co Rd 73 & I-394 South,7:37am,6:40am,57.0
T040,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Co Rd 73 & I-394 South,7:37am,6:40am,57.0
T040,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Co Rd 73 & I-394 South,7:37am,6:40am,57.0
T040,143.0,"Walk to St Paul, MN 55101, USA",Co Rd 73 & I-394 South,7:37am,6:40am,57.0
T042,84.0,Walk to Minnetonka Blvd & Baker Rd (Co Rd 60),Minnetonka Blvd & Baker Rd,7:43am,6:41am,62.0
T042,1620.0,Bus towards Eastbound 671 Express / Downtown,Minnetonka Blvd & Baker Rd,7:43am,6:41am,62.0
T042,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Minnetonka Blvd & Baker Rd,7:43am,6:41am,62.0
T042,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Minnetonka Blvd & Baker Rd,7:43am,6:41am,62.0
T042,143.0,"Walk to St Paul, MN 55101, USA",Minnetonka Blvd & Baker Rd,7:43am,6:41am,62.0
T043,29.0,Walk to Minnetonka Blvd & Steele St P&R,Minnetonka Blvd & Steele St,7:43am,6:38am,65.0
T043,1860.0,Bus towards Eastbound 671 Express / Downtown,Minnetonka Blvd & Steele St,7:43am,6:38am,65.0
T043,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Minnetonka Blvd & Steele St,7:43am,6:38am,65.0
T043,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Minnetonka Blvd & Steele St,7:43am,6:38am,65.0
T043,143.0,"Walk to St Paul, MN 55101, USA",Minnetonka Blvd & Steele St,7:43am,6:38am,65.0
T057,119.0,Walk to Water St & 2nd St,Excelsior City Hall,7:43am,6:22am,81.0
T057,2760.0,Bus towards Eastbound 671 Express / Downtown,Excelsior City Hall,7:43am,6:22am,81.0
T057,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Excelsior City Hall,7:43am,6:22am,81.0
T057,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Excelsior City Hall,7:43am,6:22am,81.0
T057,143.0,"Walk to St Paul, MN 55101, USA",Excelsior City Hall,7:43am,6:22am,81.0
T081,8.0,Walk to Cedar Lake Rd & Westwood Church P&R,Westwood Lutheran Church,7:43am,6:48am,55.0
T081,1440.0,Bus towards Eastbound 663 Express / Downtown,Westwood Lutheran Church,7:43am,6:48am,55.0
T081,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Westwood Lutheran Church,7:43am,6:48am,55.0
T081,143.0,"Walk to St Paul, MN 55101, USA",Westwood Lutheran Church,7:43am,6:48am,55.0
T082,23.0,Walk to Little Canada Rd & McMenemy St,Little Canada Municipal Lot,7:43am,7:13am,30.0
T082,1740.0,Bus towards Southbound 71A Downtown / Chester St,Little Canada Municipal Lot,7:43am,7:13am,30.0
T082,44.0,"Walk to St Paul, MN 55101, USA",Little Canada Municipal Lot,7:43am,7:13am,30.0
T098,19.0,Walk to Silver Lake Rd & 5th St NW,Salem Covenant Church,7:43am,6:44am,59.0
T098,1500.0,Bus towards Southbound 825 Ltd Stop / Downtown,Salem Covenant Church,7:43am,6:44am,59.0
T098,301.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Salem Covenant Church,7:43am,6:44am,59.0
T098,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Salem Covenant Church,7:43am,6:44am,59.0
T098,143.0,"Walk to St Paul, MN 55101, USA",Salem Covenant Church,7:43am,6:44am,59.0
T110,769.0,Walk to Robbinsdale Transit Center & Gate B,Faith-Lilac Way Lutheran Church,7:37am,6:24am,73.0
T110,1920.0,Bus towards Southbound 14E Bloomington / 38St Sta / Via France,Faith-Lilac Way Lutheran Church,7:37am,6:24am,73.0
T110,1200.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Faith-Lilac Way Lutheran Church,7:37am,6:24am,73.0
T110,143.0,"Walk to St Paul, MN 55101, USA",Faith-Lilac Way Lutheran Church,7:37am,6:24am,73.0
T114,81.0,Walk to Shoreline Dr (Co Rd 15) & #3465,Navarre Center,7:37am,6:35am,62.0
T114,1920.0,Bus towards Eastbound 677 Express/Minneapolis/Hwy 12 Bypass,Navarre Center,7:37am,6:35am,62.0
T114,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Navarre Center,7:37am,6:35am,62.0
T114,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Navarre Center,7:37am,6:35am,62.0
T114,143.0,"Walk to St Paul, MN 55101, USA",Navarre Center,7:37am,6:35am,62.0
T130,38.0,Walk to Wayzata Blvd P&R & Gate B,Wayzata Blvd & Barry Ave,7:43am,6:47am,56.0
T130,1560.0,Bus towards Eastbound 674 Express / Downtown,Wayzata Blvd & Barry Ave,7:43am,6:47am,56.0
T130,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Wayzata Blvd & Barry Ave,7:43am,6:47am,56.0
T130,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Wayzata Blvd & Barry Ave,7:43am,6:47am,56.0
T130,143.0,"Walk to St Paul, MN 55101, USA",Wayzata Blvd & Barry Ave,7:43am,6:47am,56.0
T140,238.0,Walk to Co Rd H P&R & Mounds View Blvd / I-35W,Mermaid Supper Club,7:39am,7:05am,34.0
T140,1800.0,Bus towards Southbound 860 Express/St Paul/Northtown,Mermaid Supper Club,7:39am,7:05am,34.0
T140,45.0,"Walk to St Paul, MN 55101, USA",Mermaid Supper Club,7:39am,7:05am,34.0
T142,102.0,Walk to West River Rd & 117th Ave P&R,West River Rd & 117th Ave,7:43am,6:32am,71.0
T142,2220.0,Bus towards Southbound 766 Downtown / Cartway Rd / Noble-97Av,West River Rd & 117th Ave,7:43am,6:32am,71.0
T142,102.0,Walk to 6th St S & Nicollet Mall,West River Rd & 117th Ave,7:43am,6:32am,71.0
T142,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,West River Rd & 117th Ave,7:43am,6:32am,71.0
T142,143.0,"Walk to St Paul, MN 55101, USA",West River Rd & 117th Ave,7:43am,6:32am,71.0
T143,1740.0,Bus towards Southbound 782 Trip 2 / Maple Grove / To Mpls,Zachary Square,7:26am,6:20am,66.0
T143,102.0,Walk to 6th St S & Nicollet Mall,Zachary Square,7:26am,6:20am,66.0
T143,1380.0,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza,Zachary Square,7:26am,6:20am,66.0
T143,143.0,"Walk to St Paul, MN 55101, USA",Zachary Square,7:26am,6:20am,66.0
T145,113.0,Walk to Woodbury Lutheran & P&R - Arrive,Christ Episcopal Church,7:38am,7:16am,22.0
T145,1200.0,Bus towards Westbound 351 Express / St Paul,Christ Episcopal Church,7:38am,7:16am,22.0
T145,45.0,"Walk to St Paul, MN 55101, USA",Christ Episcopal Church,7:38am,7:16am,22.0
T152,35.0,Walk to Blackhawk Park & Ride,Blackhawk,7:36am,7:00am,36.0
T152,1980.0,Bus towards 480 St Paul,Blackhawk,7:36am,7:00am,36.0
T152,143.0,"Walk to St Paul, MN 55101, USA",Blackhawk,7:36am,7:00am,36.0
T155,195.0,Walk to Hwy 252 & 73rd Ave N,Church of Nazarene,7:43am,6:51am,52.0
T155,900.0,Bus towards Southbound 768 Express / Downtown,Church of Nazarene,7:43am,6:51am,52.0
T155,102.0,Walk to 6th St S & Nicollet Mall,Church of Nazarene,7:43am,6:51am,52.0
T155,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Church of Nazarene,7:43am,6:51am,52.0
T155,143.0,"Walk to St Paul, MN 55101, USA",Church of Nazarene,7:43am,6:51am,52.0
T158,207.0,Walk to Texas Ave S & Walker St (36th St),Hwy 7 & Texas Ave,7:43am,6:38am,65.0
T158,480.0,Bus towards Eastbound 17W Wash St NE / To 27th NE,Hwy 7 & Texas Ave,7:43am,6:38am,65.0
T158,1020.0,Bus towards Eastbound 667 Express / Downtown,Hwy 7 & Texas Ave,7:43am,6:38am,65.0
T158,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Hwy 7 & Texas Ave,7:43am,6:38am,65.0
T158,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Hwy 7 & Texas Ave,7:43am,6:38am,65.0
T158,143.0,"Walk to St Paul, MN 55101, USA",Hwy 7 & Texas Ave,7:43am,6:38am,65.0
T161,1800.0,Bus towards Southbound 860 Express/St Paul/Northtown,I-35W & Co Rd H,7:39am,7:09am,30.0
T161,45.0,"Walk to St Paul, MN 55101, USA",I-35W & Co Rd H,7:39am,7:09am,30.0
T715,43.0,Walk to Mound Transit Center & Shoreline Dr (Co Rd 15),Mound Transit Center,7:44am,6:37am,67.0
T715,2220.0,Bus towards Eastbound 645 Ltd Stop / Minneapolis,Mound Transit Center,7:44am,6:37am,67.0
T715,1320.0,Bus towards Eastbound 673 Express / Downtown,Mound Transit Center,7:44am,6:37am,67.0
T716,7.0,Walk to 157th St Station,157th St Station,7:19am,6:34am,45.0
T716,2640.0,Bus towards 479 Minneapolis,157th St Station,7:19am,6:34am,45.0
T716,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",157th St Station,7:19am,6:34am,45.0
T718,33.0,Walk to Cedar Grove Transit Station,Cedar Grove Transit Station,7:34am,6:45am,49.0
T718,1140.0,Bus towards 444A Savage Park & Ride,Cedar Grove Transit Station,7:34am,6:45am,49.0
T718,1500.0,Bus towards 460 Minneapolis,Cedar Grove Transit Station,7:34am,6:45am,49.0
T718,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Cedar Grove Transit Station,7:34am,6:45am,49.0
T719,90.0,Walk to Lakeville Cedar P&R,Lakeville Cedar,7:41am,6:50am,51.0
T719,2940.0,Bus towards 477 Minneapolis,Lakeville Cedar,7:41am,6:50am,51.0
T719,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Lakeville Cedar,7:41am,6:50am,51.0
T721,2760.0,Bus towards 478 Minneapolis,Rosemount Transit Station,7:32am,6:46am,46.0
T721,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Rosemount Transit Station,7:32am,6:46am,46.0
T722,220.0,Walk to Eagle Creek Park & Ride,Eagle Creek Transit Station,7:43am,6:47am,56.0
T722,3120.0,Bus towards 490U Minneapolis/Shakopee/Univ of Minn,Eagle Creek Transit Station,7:43am,6:47am,56.0
T722,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Eagle Creek Transit Station,7:43am,6:47am,56.0
T901,333.0,Walk to Vernon Ave & Eden Ave,Eden/Vernon Ave,7:35am,6:49am,46.0
T901,2340.0,Bus towards Northbound 146 Ltd Stop / Downtown,Eden/Vernon Ave,7:35am,6:49am,46.0
T901,54.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Eden/Vernon Ave,7:35am,6:49am,46.0
T903,683.0,Walk to Northwest Blvd & Bass Lake Rd,I-494 & Bass Lake Road,7:39am,6:34am,65.0
T903,3120.0,Bus towards Eastbound 790 Express / Nathan Ln / Downtown,I-494 & Bass Lake Road,7:39am,6:34am,65.0
T903,102.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",I-494 & Bass Lake Road,7:39am,6:34am,65.0
T904,144.0,Walk to Carlson Pkwy & Oakland Rd,I-394 Facility Expansion,7:45am,7:14am,31.0
T904,1680.0,Bus towards Eastbound 672 Express / Downtown,I-394 Facility Expansion,7:45am,7:14am,31.0
T905,62.0,Walk to Co Rd 101 & Hwy 55,Hwy 55 & Co Rd 101,7:22am,6:32am,50.0
T905,2820.0,Bus towards Eastbound 776 Olive Ln/Marquette & Washington,Hwy 55 & Co Rd 101,7:22am,6:32am,50.0
T905,102.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Hwy 55 & Co Rd 101,7:22am,6:32am,50.0
T906,211.0,Walk to Nathan Lane & Rockford Rd,Hwy 169 & Co Rd 8,7:39am,6:58am,41.0
T906,2160.0,Bus towards Eastbound 790 Express / Nathan Ln / Downtown,Hwy 169 & Co Rd 8,7:39am,6:58am,41.0
T906,102.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Hwy 169 & Co Rd 8,7:39am,6:58am,41.0
T907,193.0,Walk to 140 St at Granite Av SW corner,140th Street Station P&R,7:30am,6:46am,44.0
T907,2400.0,Bus towards 476 Minneapolis,140th Street Station P&R,7:30am,6:46am,44.0
T907,33.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",140th Street Station P&R,7:30am,6:46am,44.0
T908,99.0,Walk to 82nd St Transit Center & Gate A,I-35W & American Boulevard,7:41am,6:54am,47.0
T908,300.0,Bus towards Northbound 4 Downtown / Via Lyndale,I-35W & American Boulevard,7:41am,6:54am,47.0
T908,60.0,Walk to 77th St W & Lyndale Ave S,I-35W & American Boulevard,7:41am,6:54am,47.0
T908,1860.0,Bus towards Northbound 535 Ltd Stop / Via 77St / Minneapolis,I-35W & American Boulevard,7:41am,6:54am,47.0
T908,54.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",I-35W & American Boulevard,7:41am,6:54am,47.0
T909,1146.0,Walk to Target Bldg B & #7000 Oak Grove Pkwy,Oak Grove Parkway,11:42pm,10:01pm,101.0
T909,2160.0,Bus towards Southbound 722 Shingle Creek / Brklyn Ctr TC,Oak Grove Parkway,11:42pm,10:01pm,101.0
T909,39.0,Walk to Brooklyn Center Transit & Gate A,Oak Grove Parkway,11:42pm,10:01pm,101.0
T909,2040.0,Bus towards Southbound 19 Downtown,Oak Grove Parkway,11:42pm,10:01pm,101.0
T909,47.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Oak Grove Parkway,11:42pm,10:01pm,101.0
T910,1152.0,Walk to Red Circle Dr & Shady Oak Rd,City West,7:39am,6:09am,90.0
T910,2280.0,Bus towards Westbound 12G Hopkins/United Health/Bren Rd W,City West,7:39am,6:09am,90.0
T910,1140.0,Bus towards Eastbound 664 Express / Downtown,City West,7:39am,6:09am,90.0
T911,837.0,Walk to Flying Cloud Dr & Shady Oak Rd,Golden Triangle,7:17am,6:05am,72.0
T911,1200.0,Bus towards Westbound Southwest Flex / Westbound,Golden Triangle,7:17am,6:05am,72.0
T911,1560.0,Bus towards Eastbound 690 Express / E Bd / Minneapolis,Golden Triangle,7:17am,6:05am,72.0
T911,102.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Golden Triangle,7:17am,6:05am,72.0
T915,362.0,Walk to Excelsior Blvd & Blake Rd,Blake,7:39am,7:07am,32.0
T915,1500.0,Bus towards Eastbound 664 Express / Downtown,Blake,7:39am,7:07am,32.0
T916,450.0,Walk to 11th Ave S & Wendys,Shady Oak,7:39am,6:57am,42.0
T916,2040.0,Bus towards Eastbound 664 Express / Downtown,Shady Oak,7:39am,6:57am,42.0
T917,136.0,Walk to Excelsior Blvd & 8th Ave P&R,Hopkins,7:42am,7:12am,30.0
T917,1620.0,Bus towards Eastbound 670 Express/Dt Mpls,Hopkins,7:42am,7:12am,30.0
T922,813.0,Walk to Green Circle Dr & Smetana Dr,Opus,7:39am,6:45am,54.0
T922,2400.0,Bus towards Eastbound 664 Express / Downtown,Opus,7:39am,6:45am,54.0
T923,135.0,Walk to Robbinsdale Transit Center & Gate B,Robbinsdale,7:43am,7:04am,39.0
T923,1920.0,Bus towards Southbound 14C Bloomington/Cedar Pt-66St/Noble-36Av,Robbinsdale,7:43am,7:04am,39.0
T923,261.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Robbinsdale,7:43am,7:04am,39.0
T924,988.0,Walk to Minnetonka Blvd & Hwy 100,Beltline,7:41am,7:07am,34.0
T924,1020.0,Bus towards Eastbound 668 Express / Downtown,Beltline,7:41am,7:07am,34.0
T926,708.0,Walk to Walker St & Republic Ave,Louisiana,7:41am,7:02am,39.0
T926,1560.0,Bus towards Eastbound 668 Express / Downtown,Louisiana,7:41am,7:02am,39.0
T927,447.0,Walk to Golden Valley Rd & Xerxes Ave N,Golden Valley Road,7:40am,7:08am,32.0
T927,300.0,Bus towards Eastbound 30 Broadway/ Quarry Center/ Westgate Sta,Golden Valley Road,7:40am,7:08am,32.0
T927,900.0,Bus towards Southbound 5A Chicago - 38St,Golden Valley Road,7:40am,7:08am,32.0
T927,47.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Golden Valley Road,7:40am,7:08am,32.0
T928,36.0,Walk to Bass Lake Rd (Co Rd 10) & Elmhurst Ave,Bass Lake Road,7:26am,6:41am,45.0
T928,2400.0,Bus towards Southbound 721D Ltd Stop/Brklyn Ctr/Downtown,Bass Lake Road,7:26am,6:41am,45.0
T928,261.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Bass Lake Road,7:26am,6:41am,45.0
