TCode,Duration (sec),Direction,Name,Final_Arrival,Initial_Departure,Total_Trip_Duration_mins
T929,141.0,Walk to Pedersen St & Sunray Transit Center - Gate G,Sun Ray,7:29am,6:35am,54.0
T929,780.0,Bus towards Westbound 350 Ltd Stop/ Mcknight/ Dt St Paul,Sun Ray,7:29am,6:35am,54.0
T929,1380.0,Bus towards Westbound 94 Express / Downtown / Minneapolis,Sun Ray,7:29am,6:35am,54.0
T929,134.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Sun Ray,7:29am,6:35am,54.0
T930,838.0,Walk to 3rd St N & Guardian Angels P&R,Helmo,7:42am,6:50am,52.0
T930,2160.0,Bus towards Westbound 375 Express / Minneapolis,Helmo,7:42am,6:50am,52.0
T930,134.0,"Walk to S 2nd St, Minneapolis, MN 55402, USA",Helmo,7:42am,6:50am,52.0
T177,68.0,Walk to Eagle Lake Rd & Shepherd of the Grove P&R,Shepherd of the Grove Church,7:43am,6:42am,61.0
T177,1500.0,Bus towards Southbound 780 Trip 2/Maple Grove/To Mpls,Shepherd of the Grove Church,7:43am,6:42am,61.0
T177,102.0,Walk to 6th St S & Nicollet Mall,Shepherd of the Grove Church,7:43am,6:42am,61.0
T177,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Shepherd of the Grove Church,7:43am,6:42am,61.0
T177,143.0,"Walk to St Paul, MN 55101, USA",Shepherd of the Grove Church,7:43am,6:42am,61.0
T180,30.0,Walk to Interstate 394 En & Gen Mills Blvd P&R,General Mills Blvd & I-394,7:37am,6:41am,56.0
T180,1440.0,Bus towards Eastbound 645 Ltd Stop / Minneapolis,General Mills Blvd & I-394,7:37am,6:41am,56.0
T180,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,General Mills Blvd & I-394,7:37am,6:41am,56.0
T180,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,General Mills Blvd & I-394,7:37am,6:41am,56.0
T180,143.0,"Walk to St Paul, MN 55101, USA",General Mills Blvd & I-394,7:37am,6:41am,56.0
T187,26.0,Walk to St Josephs P&R & #171 Elm St,St. Joseph's Church,7:37am,6:25am,72.0
T187,2340.0,Bus towards Southbound 250 Express / Downtown,St. Joseph's Church,7:37am,6:25am,72.0
T187,443.0,Walk to 6th St S & 11th Ave S,St. Joseph's Church,7:37am,6:25am,72.0
T187,960.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,St. Joseph's Church,7:37am,6:25am,72.0
T187,143.0,"Walk to St Paul, MN 55101, USA",St. Joseph's Church,7:37am,6:25am,72.0
T191,142.0,Walk to Shoreview Community Center & Victoria Dr,Shoreview Community Center,7:44am,6:55am,49.0
T191,360.0,Bus towards Southbound 62D Smith Av/ Signal Hills / Thompson,Shoreview Community Center,7:44am,6:55am,49.0
T191,1860.0,Bus towards Southbound 262 Ltd Stop / DT ST Paul / Union Depot,Shoreview Community Center,7:44am,6:55am,49.0
T191,224.0,"Walk to St Paul, MN 55101, USA",Shoreview Community Center,7:44am,6:55am,49.0
T195,100.0,Walk to Wayzata Blvd S & Park Place Blvd,Park Place & I-394,7:37am,6:47am,50.0
T195,960.0,Bus towards Eastbound 645 Ltd Stop / Minneapolis,Park Place & I-394,7:37am,6:47am,50.0
T195,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Park Place & I-394,7:37am,6:47am,50.0
T195,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Park Place & I-394,7:37am,6:47am,50.0
T195,143.0,"Walk to St Paul, MN 55101, USA",Park Place & I-394,7:37am,6:47am,50.0
T198,4.0,Walk to Pennock Av at Palomino Hills E corner,Palomino Hills,7:26am,6:51am,35.0
T198,1920.0,Bus towards 480 St Paul,Palomino Hills,7:26am,6:51am,35.0
T198,143.0,"Walk to St Paul, MN 55101, USA",Palomino Hills,7:26am,6:51am,35.0
T199,143.0,Walk to Old Shakopee Rd & St Lukes P&R,St. Luke's Lutheran Church,7:43am,6:38am,65.0
T199,1740.0,Bus towards Northbound 597 Express / Minneapolis,St. Luke's Lutheran Church,7:43am,6:38am,65.0
T199,117.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,St. Luke's Lutheran Church,7:43am,6:38am,65.0
T199,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,St. Luke's Lutheran Church,7:43am,6:38am,65.0
T199,143.0,"Walk to St Paul, MN 55101, USA",St. Luke's Lutheran Church,7:43am,6:38am,65.0
T201,3180.0,Bus towards Southbound 766 Downtown / Cartway Rd / Noble-97Av,Richardson Park,7:43am,6:18am,85.0
T201,102.0,Walk to 6th St S & Nicollet Mall,Richardson Park,7:43am,6:18am,85.0
T201,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Richardson Park,7:43am,6:18am,85.0
T201,143.0,"Walk to St Paul, MN 55101, USA",Richardson Park,7:43am,6:18am,85.0
T204,144.0,Walk to Foley P&R Arrive & Evergreen Blvd,Foley Blvd,7:43am,6:45am,58.0
T204,1200.0,Bus towards Southbound 850 Express / Foley P&R / Dntn Mpls,Foley Blvd,7:43am,6:45am,58.0
T204,198.0,Walk to 6th St S & Nicollet Mall,Foley Blvd,7:43am,6:45am,58.0
T204,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Foley Blvd,7:43am,6:45am,58.0
T204,143.0,"Walk to St Paul, MN 55101, USA",Foley Blvd,7:43am,6:45am,58.0
T205,226.0,Walk to Hwy 61 & Co Rd C P&R,Hwy 61 & Co Rd C,7:14am,6:55am,19.0
T205,900.0,Bus towards Southbound 265 Express / St Paul,Hwy 61 & Co Rd C,7:14am,6:55am,19.0
T205,45.0,"Walk to St Paul, MN 55101, USA",Hwy 61 & Co Rd C,7:14am,6:55am,19.0
T209,35.0,Walk to Delton Ave & Vine Hill Rd P&R,Hwy 7 & Vinehill Rd,7:43am,6:21am,82.0
T209,2940.0,Bus towards Eastbound 670 Express/Dt Mpls,Hwy 7 & Vinehill Rd,7:43am,6:21am,82.0
T209,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Hwy 7 & Vinehill Rd,7:43am,6:21am,82.0
T209,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Hwy 7 & Vinehill Rd,7:43am,6:21am,82.0
T209,143.0,"Walk to St Paul, MN 55101, USA",Hwy 7 & Vinehill Rd,7:43am,6:21am,82.0
T210,20.0,Walk to Brooklyn Blvd P&R & 65th Ave N,65th Ave & Brooklyn Blvd,7:15am,6:25am,50.0
T210,1080.0,Bus towards Southbound 760 Express / Downtown,65th Ave & Brooklyn Blvd,7:15am,6:25am,50.0
T210,102.0,Walk to 6th St S & Nicollet Mall,65th Ave & Brooklyn Blvd,7:15am,6:25am,50.0
T210,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,65th Ave & Brooklyn Blvd,7:15am,6:25am,50.0
T210,143.0,"Walk to St Paul, MN 55101, USA",65th Ave & Brooklyn Blvd,7:15am,6:25am,50.0
T215,25.0,Walk to Crosswinds P&R & Weaver Lake Rd,Crosswinds Methodist Church,7:26am,6:18am,68.0
T215,1560.0,Bus towards Southbound 783 Trip 2 / Maple Grove / To Mpls,Crosswinds Methodist Church,7:26am,6:18am,68.0
T215,102.0,Walk to 6th St S & Nicollet Mall,Crosswinds Methodist Church,7:26am,6:18am,68.0
T215,1380.0,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza,Crosswinds Methodist Church,7:26am,6:18am,68.0
T215,143.0,"Walk to St Paul, MN 55101, USA",Crosswinds Methodist Church,7:26am,6:18am,68.0
T217,76.0,Walk to 95th Ave P&R,I-35W & 95th Ave,7:44am,6:43am,61.0
T217,3360.0,Bus towards Southbound 262 Ltd Stop / DT ST Paul / Union Depot,I-35W & 95th Ave,7:44am,6:43am,61.0
T217,224.0,"Walk to St Paul, MN 55101, USA",I-35W & 95th Ave,7:44am,6:43am,61.0
T219,459.0,Walk to Thompson Ave & Oakdale Ave,West St Paul Sports Complex,7:39am,7:15am,24.0
T219,960.0,Bus towards Northbound 68M Jackson St/Rice - Larp/12th-Thompson,West St Paul Sports Complex,7:39am,7:15am,24.0
T219,7.0,"Walk to St Paul, MN 55101, USA",West St Paul Sports Complex,7:39am,7:15am,24.0
T222,100.0,Walk to Woodbury Lutheran & P&R - Arrive,Woodbury Lutheran Church,7:38am,7:16am,22.0
T222,1200.0,Bus towards Westbound 351 Express / St Paul,Woodbury Lutheran Church,7:38am,7:16am,22.0
T222,45.0,"Walk to St Paul, MN 55101, USA",Woodbury Lutheran Church,7:38am,7:16am,22.0
T223,41.0,Walk to St Croix Rec Center & P&R Shelter,St Croix Valley Recreation Center,7:41am,6:58am,43.0
T223,2460.0,Bus towards Westbound 294 Express / St Paul,St Croix Valley Recreation Center,7:41am,6:58am,43.0
T223,45.0,"Walk to St Paul, MN 55101, USA",St Croix Valley Recreation Center,7:41am,6:58am,43.0
T228,250.0,Walk to Hwy 610 Noble Pkwy P&R Arrive & 95th Ave N,Hwy 610 & Noble,7:43am,6:41am,62.0
T228,1440.0,Bus towards Southbound 768 Express / Downtown,Hwy 610 & Noble,7:43am,6:41am,62.0
T228,102.0,Walk to 6th St S & Nicollet Mall,Hwy 610 & Noble,7:43am,6:41am,62.0
T228,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Hwy 610 & Noble,7:43am,6:41am,62.0
T228,143.0,"Walk to St Paul, MN 55101, USA",Hwy 610 & Noble,7:43am,6:41am,62.0
T229,579.0,Walk to Woodbury Lutheran & P&R - Arrive,Woodbury Theatre,7:38am,7:08am,30.0
T229,1200.0,Bus towards Westbound 351 Express / St Paul,Woodbury Theatre,7:38am,7:08am,30.0
T229,45.0,"Walk to St Paul, MN 55101, USA",Woodbury Theatre,7:38am,7:08am,30.0
T230,73.0,Walk to Hennepin Town Rd & Preserve Village Mall,Preserve Village Mall,7:43am,6:18am,85.0
T230,3060.0,Bus towards Eastbound 690P Express/And Lk/Pres P&R/SW Sta/Mpls,Preserve Village Mall,7:43am,6:18am,85.0
T230,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Preserve Village Mall,7:43am,6:18am,85.0
T230,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Preserve Village Mall,7:43am,6:18am,85.0
T230,143.0,"Walk to St Paul, MN 55101, USA",Preserve Village Mall,7:43am,6:18am,85.0
T231,128.0,Walk to Coon Rapids Riverdale Station & Gate C,Coon Rapids/Riverdale Station,7:39am,6:39am,60.0
T231,3420.0,Bus towards Southbound 860 Express/St Paul/Northtown,Coon Rapids/Riverdale Station,7:39am,6:39am,60.0
T231,45.0,"Walk to St Paul, MN 55101, USA",Coon Rapids/Riverdale Station,7:39am,6:39am,60.0
T232,92.0,Walk to Savage Park & Ride,Co Rd 42 & Huntington,7:22am,6:11am,71.0
T232,720.0,Bus towards 464 MINNEAPOLIS via HOC,Co Rd 42 & Huntington,7:22am,6:11am,71.0
T232,2640.0,Bus towards 480 St Paul,Co Rd 42 & Huntington,7:22am,6:11am,71.0
T232,143.0,"Walk to St Paul, MN 55101, USA",Co Rd 42 & Huntington,7:22am,6:11am,71.0
T242,6.0,Walk to Cnty Rd 6 & St Philip P&R,St. Philip's Park & Ride,7:37am,6:19am,78.0
T242,2280.0,Bus towards Eastbound 776 Olive Ln/Marquette & Washington,St. Philip's Park & Ride,7:37am,6:19am,78.0
T242,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,St. Philip's Park & Ride,7:37am,6:19am,78.0
T242,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,St. Philip's Park & Ride,7:37am,6:19am,78.0
T242,143.0,"Walk to St Paul, MN 55101, USA",St. Philip's Park & Ride,7:37am,6:19am,78.0
T244,177.0,Walk to Elk River Station - Platform,Elk River Station,7:10am,5:55am,75.0
T244,900.0,Train towards Southbound Northstar / Minneapolis / Target Field,Elk River Station,7:10am,5:55am,75.0
T244,30.0,Walk to Coon Rapids Riverdale Station & Gate C,Elk River Station,7:10am,5:55am,75.0
T244,3120.0,Bus towards Southbound 860 Express/St Paul/Northtown,Elk River Station,7:10am,5:55am,75.0
T244,45.0,"Walk to St Paul, MN 55101, USA",Elk River Station,7:10am,5:55am,75.0
T245,74.0,Walk to Cottage Grove & P&R - Arrive,Cottage Grove,7:37am,7:07am,30.0
T245,1680.0,Bus towards Northbound 361B Express / St Paul,Cottage Grove,7:37am,7:07am,30.0
T245,45.0,"Walk to St Paul, MN 55101, USA",Cottage Grove,7:37am,7:07am,30.0
T247,19.0,Walk to Maple Grove Transit Station,Maple Grove Transit Station,7:43am,6:46am,57.0
T247,1440.0,Bus towards Southbound 781 Trip 7 / Maple Grove / To Mpls,Maple Grove Transit Station,7:43am,6:46am,57.0
T247,102.0,Walk to 6th St S & Nicollet Mall,Maple Grove Transit Station,7:43am,6:46am,57.0
T247,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Maple Grove Transit Station,7:43am,6:46am,57.0
T247,143.0,"Walk to St Paul, MN 55101, USA",Maple Grove Transit Station,7:43am,6:46am,57.0
T248,55.0,Walk to Hadley Ave N & Upper 17th St N,Walton Park,7:41am,7:17am,24.0
T248,1380.0,Bus towards Westbound 294 Express / St Paul,Walton Park,7:41am,7:17am,24.0
T248,45.0,"Walk to St Paul, MN 55101, USA",Walton Park,7:41am,7:17am,24.0
T251,68.0,Walk to Lindau Ln & 28th Ave / 30th Ave,28th Ave Station,7:44am,7:06am,38.0
T251,2040.0,Bus towards Eastbound 54 Ltd Stop /Dtwn St Paul/ Via Airport,28th Ave Station,7:44am,7:06am,38.0
T251,143.0,"Walk to St Paul, MN 55101, USA",28th Ave Station,7:44am,7:06am,38.0
T252,265.0,Walk to Fort Snelling Station,Ft Snelling Station North,7:43am,6:42am,61.0
T252,360.0,Light rail towards Northbound to Mpls-Target Field,Ft Snelling Station North,7:43am,6:42am,61.0
T252,44.0,Walk to 46th Street Station,Ft Snelling Station North,7:43am,6:42am,61.0
T252,2100.0,Bus towards Eastbound 74G E 7th St / Ivy-Hwy 120,Ft Snelling Station North,7:43am,6:42am,61.0
T252,143.0,"Walk to St Paul, MN 55101, USA",Ft Snelling Station North,7:43am,6:42am,61.0
T253,282.0,Walk to Fort Snelling Station,Ft Snelling Station South,7:43am,6:42am,61.0
T253,360.0,Light rail towards Northbound to Mpls-Target Field,Ft Snelling Station South,7:43am,6:42am,61.0
T253,44.0,Walk to 46th Street Station,Ft Snelling Station South,7:43am,6:42am,61.0
T253,2100.0,Bus towards Eastbound 74G E 7th St / Ivy-Hwy 120,Ft Snelling Station South,7:43am,6:42am,61.0
T253,143.0,"Walk to St Paul, MN 55101, USA",Ft Snelling Station South,7:43am,6:42am,61.0
T256,68.0,Walk to MN Dot P&R & Lilac Dr,Hwy 100 & Duluth,7:26am,6:37am,49.0
T256,900.0,Bus towards Southbound 758 Express / Downtown,Hwy 100 & Duluth,7:26am,6:37am,49.0
T256,1260.0,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza,Hwy 100 & Duluth,7:26am,6:37am,49.0
T256,143.0,"Walk to St Paul, MN 55101, USA",Hwy 100 & Duluth,7:26am,6:37am,49.0
T258,74.0,Walk to Pillsbury Av at Heart of the City P&R E corner,Heart of the City,7:36am,6:40am,56.0
T258,3120.0,Bus towards 480 St Paul,Heart of the City,7:36am,6:40am,56.0
T258,143.0,"Walk to St Paul, MN 55101, USA",Heart of the City,7:36am,6:40am,56.0
T261,107.0,Walk to Knox Ave S - Knox Ave P&R,Knox Avenue at Best Buy,7:43am,6:43am,60.0
T261,1560.0,Bus towards Northbound 535 Ltd Stop / Via 77St / Minneapolis,Knox Avenue at Best Buy,7:43am,6:43am,60.0
T261,117.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Knox Avenue at Best Buy,7:43am,6:43am,60.0
T261,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Knox Avenue at Best Buy,7:43am,6:43am,60.0
T261,143.0,"Walk to St Paul, MN 55101, USA",Knox Avenue at Best Buy,7:43am,6:43am,60.0
T262,88.0,Walk to 3rd St N & Guardian Angels P&R,Guardian Angels Catholic Church,7:37am,6:36am,61.0
T262,1740.0,Bus towards Westbound 375 Express / Minneapolis,Guardian Angels Catholic Church,7:37am,6:36am,61.0
T262,104.0,Walk to 6th St S & Bud Grant Way,Guardian Angels Catholic Church,7:37am,6:36am,61.0
T262,1020.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Guardian Angels Catholic Church,7:37am,6:36am,61.0
T262,143.0,"Walk to St Paul, MN 55101, USA",Guardian Angels Catholic Church,7:37am,6:36am,61.0
T266,123.0,Walk to University Ave & 61st Ave NE,Church of St. William,7:43am,6:42am,61.0
T266,1500.0,Bus towards Southbound 824 Ltd Stop / University / Dntn Mpls,Church of St. William,7:43am,6:42am,61.0
T266,198.0,Walk to 6th St S & Nicollet Mall,Church of St. William,7:43am,6:42am,61.0
T266,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Church of St. William,7:43am,6:42am,61.0
T266,143.0,"Walk to St Paul, MN 55101, USA",Church of St. William,7:43am,6:42am,61.0
T268,554.0,Walk to West Broadway Ave & 63rd Ave N,63rd Ave & Bottineau Blvd,7:43am,6:37am,66.0
T268,1500.0,Bus towards Southbound 767 Express / Downtown,63rd Ave & Bottineau Blvd,7:43am,6:37am,66.0
T268,102.0,Walk to 6th St S & Nicollet Mall,63rd Ave & Bottineau Blvd,7:43am,6:37am,66.0
T268,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,63rd Ave & Bottineau Blvd,7:43am,6:37am,66.0
T268,143.0,"Walk to St Paul, MN 55101, USA",63rd Ave & Bottineau Blvd,7:43am,6:37am,66.0
T269,388.0,Walk to Hwy 252 & 66th Ave N,Hwy 252 & 66th Ave,7:43am,6:51am,52.0
T269,780.0,Bus towards Southbound 766 Downtown / Cartway Rd / Noble-97Av,Hwy 252 & 66th Ave,7:43am,6:51am,52.0
T269,102.0,Walk to 6th St S & Nicollet Mall,Hwy 252 & 66th Ave,7:43am,6:51am,52.0
T269,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Hwy 252 & 66th Ave,7:43am,6:51am,52.0
T269,143.0,"Walk to St Paul, MN 55101, USA",Hwy 252 & 66th Ave,7:43am,6:51am,52.0
T271,609.0,Walk to Co Rd B & Hamline Ave,Grace Church,7:38am,6:51am,47.0
T271,780.0,Bus towards SOUTHbound 65 Dale and Grand,Grace Church,7:38am,6:51am,47.0
T271,41.0,Walk to Front Ave & Dale St,Grace Church,7:38am,6:51am,47.0
T271,780.0,Bus towards Eastbound 3B Como Av/St Paul - Depot/Via Front,Grace Church,7:38am,6:51am,47.0
T271,224.0,"Walk to St Paul, MN 55101, USA",Grace Church,7:38am,6:51am,47.0
T272,39.0,Walk to Civic Center Dr & Skating Center P&R,Skating Center,7:15am,6:20am,55.0
T272,1320.0,Bus towards Southbound 261 Express / Dwtn Mpls,Skating Center,7:15am,6:20am,55.0
T272,148.0,Walk to 6th St S & Nicollet Mall,Skating Center,7:15am,6:20am,55.0
T272,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Skating Center,7:15am,6:20am,55.0
T272,143.0,"Walk to St Paul, MN 55101, USA",Skating Center,7:15am,6:20am,55.0
T278,273.0,Walk to Southbridge Crossings Park & Ride,Southbridge Crossing,7:37am,6:26am,71.0
T278,2220.0,Bus towards 490U Minneapolis/Shakopee/Univ of Minn,Southbridge Crossing,7:37am,6:26am,71.0
T278,102.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Southbridge Crossing,7:37am,6:26am,71.0
T278,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Southbridge Crossing,7:37am,6:26am,71.0
T278,143.0,"Walk to St Paul, MN 55101, USA",Southbridge Crossing,7:37am,6:26am,71.0
T284,26.0,Walk to Ramsey Station & Platform,Ramsey Station,7:10am,6:03am,67.0
T284,540.0,Train towards Southbound Northstar / Minneapolis / Target Field,Ramsey Station,7:10am,6:03am,67.0
T284,30.0,Walk to Coon Rapids Riverdale Station & Gate C,Ramsey Station,7:10am,6:03am,67.0
T284,3120.0,Bus towards Southbound 860 Express/St Paul/Northtown,Ramsey Station,7:10am,6:03am,67.0
T284,45.0,"Walk to St Paul, MN 55101, USA",Ramsey Station,7:10am,6:03am,67.0
T285,485.0,Walk to SW Station P&R & Technology Dr,St Andrew Lutheran Church,7:43am,6:34am,69.0
T285,1740.0,Bus towards Eastbound 690P Express/And Lk/Pres P&R/SW Sta/Mpls,St Andrew Lutheran Church,7:43am,6:34am,69.0
T285,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,St Andrew Lutheran Church,7:43am,6:34am,69.0
T285,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,St Andrew Lutheran Church,7:43am,6:34am,69.0
T285,143.0,"Walk to St Paul, MN 55101, USA",St Andrew Lutheran Church,7:43am,6:34am,69.0
T287,54.0,Walk to Interstate 35 Ramp & Kenrick Ave P&R,I-35 & Kenrick Ave,7:37am,6:26am,71.0
T287,2100.0,Bus towards Northbound 467 Express / Minneapolis,I-35 & Kenrick Ave,7:37am,6:26am,71.0
T287,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,I-35 & Kenrick Ave,7:37am,6:26am,71.0
T287,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,I-35 & Kenrick Ave,7:37am,6:26am,71.0
T287,143.0,"Walk to St Paul, MN 55101, USA",I-35 & Kenrick Ave,7:37am,6:26am,71.0
T290,27.0,Walk to I-35W / County Road C Park and Ride,I-35W & Co Rd C,7:37am,6:53am,44.0
T290,600.0,Bus towards Southbound 264C Express/35 Co Rd C P&R/Minneapolis,I-35W & Co Rd C,7:37am,6:53am,44.0
T290,443.0,Walk to 6th St S & 11th Ave S,I-35W & Co Rd C,7:37am,6:53am,44.0
T290,960.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,I-35W & Co Rd C,7:37am,6:53am,44.0
T290,143.0,"Walk to St Paul, MN 55101, USA",I-35W & Co Rd C,7:37am,6:53am,44.0
T291,90.0,Walk to 45th Ave N & Nathan Lane,Nathan Lane,7:43am,6:29am,74.0
T291,2340.0,Bus towards Eastbound 790 Express / Nathan Ln / Downtown,Nathan Lane,7:43am,6:29am,74.0
T291,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Nathan Lane,7:43am,6:29am,74.0
T291,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Nathan Lane,7:43am,6:29am,74.0
T291,143.0,"Walk to St Paul, MN 55101, USA",Nathan Lane,7:43am,6:29am,74.0
T292,140.0,Walk to SouthWest Village P&R & Great Plains Blvd,SouthWest Village,7:43am,6:37am,66.0
T292,1920.0,Bus towards Eastbound 699C Express/Clover/E Ckr/SW Vill/Mpls,SouthWest Village,7:43am,6:37am,66.0
T292,172.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,SouthWest Village,7:43am,6:37am,66.0
T292,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,SouthWest Village,7:43am,6:37am,66.0
T292,143.0,"Walk to St Paul, MN 55101, USA",SouthWest Village,7:43am,6:37am,66.0
T293,19.0,Walk to Running Aces P&R & Zurich / Lake,Running Aces,7:34am,6:45am,49.0
T293,2880.0,Bus towards Southbound 275 Express / St Paul,Running Aces,7:34am,6:45am,49.0
T293,45.0,"Walk to St Paul, MN 55101, USA",Running Aces,7:34am,6:45am,49.0
T294,39.0,Walk to Transit Center & Forest Lake P&R,Forest Lake Transit Center,7:34am,6:33am,61.0
T294,3600.0,Bus towards Southbound 275 Express / St Paul,Forest Lake Transit Center,7:34am,6:33am,61.0
T294,45.0,"Walk to St Paul, MN 55101, USA",Forest Lake Transit Center,7:34am,6:33am,61.0
T297,69.0,Walk to East Creek Transit Station,East Creek Station,7:43am,6:28am,75.0
T297,2520.0,Bus towards Eastbound 699C Express/Clover/E Ckr/SW Vill/Mpls,East Creek Station,7:43am,6:28am,75.0
T297,172.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,East Creek Station,7:43am,6:28am,75.0
T297,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,East Creek Station,7:43am,6:28am,75.0
T297,143.0,"Walk to St Paul, MN 55101, USA",East Creek Station,7:43am,6:28am,75.0
T298,168.0,Walk to 4th Ave & Pierce St,Anoka Station,7:26am,5:59am,87.0
T298,1800.0,Bus towards Southbound 805 RIVERDALE/COON RAPIDS/NORTHTOWN,Anoka Station,7:26am,5:59am,87.0
T298,2940.0,Bus towards Southbound 860 Express/St Paul/Northtown,Anoka Station,7:26am,5:59am,87.0
T298,45.0,"Walk to St Paul, MN 55101, USA",Anoka Station,7:26am,5:59am,87.0
T299,444.0,Walk to University Ave & 61st Ave NE,Fridley Station,7:43am,6:37am,66.0
T299,1500.0,Bus towards Southbound 824 Ltd Stop / University / Dntn Mpls,Fridley Station,7:43am,6:37am,66.0
T299,198.0,Walk to 6th St S & Nicollet Mall,Fridley Station,7:43am,6:37am,66.0
T299,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Fridley Station,7:43am,6:37am,66.0
T299,143.0,"Walk to St Paul, MN 55101, USA",Fridley Station,7:43am,6:37am,66.0
T300,63.0,Walk to Big Lake Station & Platform,Big Lake Station,7:10am,5:46am,84.0
T300,1500.0,Train towards Southbound Northstar / Minneapolis / Target Field,Big Lake Station,7:10am,5:46am,84.0
T300,30.0,Walk to Coon Rapids Riverdale Station & Gate C,Big Lake Station,7:10am,5:46am,84.0
T300,3120.0,Bus towards Southbound 860 Express/St Paul/Northtown,Big Lake Station,7:10am,5:46am,84.0
