TCode,Duration (sec),Direction,Name,Final_Arrival,Initial_Departure,Total_Trip_Duration_mins
T300,45.0,"Walk to St Paul, MN 55101, USA",Big Lake Station,7:10am,5:46am,84.0
T301,52.0,Walk to Parkway Station - P&R,Parkway Station,7:26am,6:24am,62.0
T301,1680.0,Bus towards Southbound 785 Trip 3/Maple Grove/ To Mpls,Parkway Station,7:26am,6:24am,62.0
T301,102.0,Walk to 6th St S & Nicollet Mall,Parkway Station,7:26am,6:24am,62.0
T301,1380.0,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza,Parkway Station,7:26am,6:24am,62.0
T301,143.0,"Walk to St Paul, MN 55101, USA",Parkway Station,7:26am,6:24am,62.0
T302,362.0,Walk to Rice St & Co Rd B,Hwy 36 & Rice St,7:44am,7:16am,28.0
T302,1080.0,Bus towards Southbound 262 Ltd Stop / DT ST Paul / Union Depot,Hwy 36 & Rice St,7:44am,7:16am,28.0
T302,224.0,"Walk to St Paul, MN 55101, USA",Hwy 36 & Rice St,7:44am,7:16am,28.0
T303,129.0,Walk to Maple Plain P&R & Baker Park Rd,Maple Plain,7:43am,6:13am,90.0
T303,3480.0,Bus towards Eastbound 674 Express / Downtown,Maple Plain,7:43am,6:13am,90.0
T303,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Maple Plain,7:43am,6:13am,90.0
T303,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Maple Plain,7:43am,6:13am,90.0
T303,143.0,"Walk to St Paul, MN 55101, USA",Maple Plain,7:43am,6:13am,90.0
T304,154.0,Walk to Interstate 35E Co Rd 14 P&R & 21st Ave N,I-35E & County Road 14,7:44am,7:05am,39.0
T304,2160.0,Bus towards Southbound 275 Express / St Paul,I-35E & County Road 14,7:44am,7:05am,39.0
T304,45.0,"Walk to St Paul, MN 55101, USA",I-35E & County Road 14,7:44am,7:05am,39.0
T305,85.0,Walk to Interstate 35E Ramp & I-35E Co Rd E P&R,I-35E & County Road E,7:44am,7:21am,23.0
T305,1260.0,Bus towards Southbound 275 Express / St Paul,I-35E & County Road E,7:44am,7:21am,23.0
T305,45.0,"Walk to St Paul, MN 55101, USA",I-35E & County Road E,7:44am,7:21am,23.0
T306,120.0,Walk to Chanhassen Transit Station & P&R,Chanhassen Transit Station,7:37am,6:22am,75.0
T306,2160.0,Bus towards Eastbound 690C Express/E Bd/Chan Sta/SW Sta/Mpls,Chanhassen Transit Station,7:37am,6:22am,75.0
T306,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Chanhassen Transit Station,7:37am,6:22am,75.0
T306,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Chanhassen Transit Station,7:37am,6:22am,75.0
T306,143.0,"Walk to St Paul, MN 55101, USA",Chanhassen Transit Station,7:37am,6:22am,75.0
T309,74.0,Walk to Excelsior Blvd & 8th Ave P&R,Hopkins Park-and-Ride,7:43am,6:43am,60.0
T309,1560.0,Bus towards Eastbound 670 Express/Dt Mpls,Hopkins Park-and-Ride,7:43am,6:43am,60.0
T309,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Hopkins Park-and-Ride,7:43am,6:43am,60.0
T309,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Hopkins Park-and-Ride,7:43am,6:43am,60.0
T309,143.0,"Walk to St Paul, MN 55101, USA",Hopkins Park-and-Ride,7:43am,6:43am,60.0
T312,35.0,Walk to Carver P&R & Ironwood Dr Jonathan Carver,Carver Station,7:26am,6:00am,86.0
T312,2700.0,Bus towards Eastbound 697 Express/E Bd/Carver/East Creek/Mpls,Carver Station,7:26am,6:00am,86.0
T312,172.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Carver Station,7:26am,6:00am,86.0
T312,1260.0,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza,Carver Station,7:26am,6:00am,86.0
T312,143.0,"Walk to St Paul, MN 55101, USA",Carver Station,7:26am,6:00am,86.0
T313,142.0,Walk to 21st St & 2nd Ave,Newport Transit Station,7:21am,6:55am,26.0
T313,1380.0,Bus towards Northbound 364 St Paul Park/ Newport/ St Paul,Newport Transit Station,7:21am,6:55am,26.0
T313,45.0,"Walk to St Paul, MN 55101, USA",Newport Transit Station,7:21am,6:55am,26.0
T315,219.0,Walk to Paul Pkwy & Ulysses St NE,Paul Parkway,7:39am,6:24am,75.0
T315,1440.0,Bus towards Southbound 854 Express / Downtown Mpls,Paul Parkway,7:39am,6:24am,75.0
T315,2460.0,Bus towards Southbound 860 Express/St Paul/Northtown,Paul Parkway,7:39am,6:24am,75.0
T315,45.0,"Walk to St Paul, MN 55101, USA",Paul Parkway,7:39am,6:24am,75.0
T316,217.0,Walk to The Marschall Road Transit Station,Marschall Road Transit Station,7:43am,6:14am,89.0
T316,3180.0,Bus towards 493 Minneapolis,Marschall Road Transit Station,7:43am,6:14am,89.0
T316,102.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Marschall Road Transit Station,7:43am,6:14am,89.0
T316,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Marschall Road Transit Station,7:43am,6:14am,89.0
T316,143.0,"Walk to St Paul, MN 55101, USA",Marschall Road Transit Station,7:43am,6:14am,89.0
T317,10.0,Walk to Dunkirk Ln P&R - Plymouth Presbyterian,Dunkirk Park & Ride,7:26am,6:15am,71.0
T317,2340.0,Bus towards Eastbound 774 EB/Dunkirk/Sta 73/East/DTWN/UofM,Dunkirk Park & Ride,7:26am,6:15am,71.0
T317,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Dunkirk Park & Ride,7:26am,6:15am,71.0
T317,1260.0,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza,Dunkirk Park & Ride,7:26am,6:15am,71.0
T317,143.0,"Walk to St Paul, MN 55101, USA",Dunkirk Park & Ride,7:26am,6:15am,71.0
T318,359.0,Walk to Apple Valley Transitway Station NB,Carmike Cinema,7:26am,6:38am,48.0
T318,2400.0,Bus towards 480 St Paul,Carmike Cinema,7:26am,6:38am,48.0
T318,143.0,"Walk to St Paul, MN 55101, USA",Carmike Cinema,7:26am,6:38am,48.0
T534,18.0,Walk to Becker P&R & Willow St,Becker Municipal Lot,7:10am,5:19am,111.0
T534,1200.0,Bus towards Southbound 887 Northstar Link/Big Lake/ResourceCtr,Becker Municipal Lot,7:10am,5:19am,111.0
T534,33.0,Walk to Big Lake Station & Platform,Becker Municipal Lot,7:10am,5:19am,111.0
T534,1500.0,Train towards Southbound Northstar / Minneapolis / Target Field,Becker Municipal Lot,7:10am,5:19am,111.0
T534,30.0,Walk to Coon Rapids Riverdale Station & Gate C,Becker Municipal Lot,7:10am,5:19am,111.0
T534,3120.0,Bus towards Southbound 860 Express/St Paul/Northtown,Becker Municipal Lot,7:10am,5:19am,111.0
T534,45.0,"Walk to St Paul, MN 55101, USA",Becker Municipal Lot,7:10am,5:19am,111.0
T564,2400.0,Bus towards Southbound 887 Northstar Link/Big Lake/ResourceCtr,Northstar Link Lot,7:10am,5:00am,130.0
T564,33.0,Walk to Big Lake Station & Platform,Northstar Link Lot,7:10am,5:00am,130.0
T564,1500.0,Train towards Southbound Northstar / Minneapolis / Target Field,Northstar Link Lot,7:10am,5:00am,130.0
T564,30.0,Walk to Coon Rapids Riverdale Station & Gate C,Northstar Link Lot,7:10am,5:00am,130.0
T564,3120.0,Bus towards Southbound 860 Express/St Paul/Northtown,Northstar Link Lot,7:10am,5:00am,130.0
T564,45.0,"Walk to St Paul, MN 55101, USA",Northstar Link Lot,7:10am,5:00am,130.0
T701,73.0,Walk to Maplewood Mall Transit Center & Gate C,Maplewood Mall Transit Center,7:32am,6:56am,36.0
T701,2040.0,Bus towards Westbound 54 Ltd Stop / Mall Amer / Via Airport,Maplewood Mall Transit Center,7:32am,6:56am,36.0
T701,45.0,"Walk to St Paul, MN 55101, USA",Maplewood Mall Transit Center,7:32am,6:56am,36.0
T703,2460.0,Bus towards Southbound 860 Express/St Paul/Northtown,Northtown Transit Center,7:39am,6:58am,41.0
T703,45.0,"Walk to St Paul, MN 55101, USA",Northtown Transit Center,7:39am,6:58am,41.0
T704,130.0,Walk to Louisiana Transit Center & B Bay,Louisiana Ave Transit Center,7:43am,6:57am,46.0
T704,780.0,Bus towards Eastbound 663 Express / Downtown,Louisiana Ave Transit Center,7:43am,6:57am,46.0
T704,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Louisiana Ave Transit Center,7:43am,6:57am,46.0
T704,143.0,"Walk to St Paul, MN 55101, USA",Louisiana Ave Transit Center,7:43am,6:57am,46.0
T705,61.0,Walk to Wayzata Blvd N & Morries Auto,Plymouth Road Park & Ride,7:15am,6:21am,54.0
T705,1260.0,Bus towards Eastbound 672 Express / Downtown,Plymouth Road Park & Ride,7:15am,6:21am,54.0
T705,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Plymouth Road Park & Ride,7:15am,6:21am,54.0
T705,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Plymouth Road Park & Ride,7:15am,6:21am,54.0
T705,143.0,"Walk to St Paul, MN 55101, USA",Plymouth Road Park & Ride,7:15am,6:21am,54.0
T706,29.0,Walk to Southdale Transit Center & Gate C,Southdale Transit Center,7:43am,6:44am,59.0
T706,1620.0,Bus towards Northbound 578 Express / Downtown,Southdale Transit Center,7:43am,6:44am,59.0
T706,117.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Southdale Transit Center,7:43am,6:44am,59.0
T706,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Southdale Transit Center,7:43am,6:44am,59.0
T706,143.0,"Walk to St Paul, MN 55101, USA",Southdale Transit Center,7:43am,6:44am,59.0
T707,1500.0,Bus towards Northbound 597 Express / Minneapolis,South Bloomington Transit Center,7:43am,6:45am,58.0
T707,117.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,South Bloomington Transit Center,7:43am,6:45am,58.0
T707,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,South Bloomington Transit Center,7:43am,6:45am,58.0
T707,143.0,"Walk to St Paul, MN 55101, USA",South Bloomington Transit Center,7:43am,6:45am,58.0
T710,57.0,Walk to Burnsville Transit Station,Burnsville Transit Station,7:43am,6:43am,60.0
T710,1560.0,Bus towards 460 Minneapolis,Burnsville Transit Station,7:43am,6:43am,60.0
T710,102.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Burnsville Transit Station,7:43am,6:43am,60.0
T710,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Burnsville Transit Station,7:43am,6:43am,60.0
T710,143.0,"Walk to St Paul, MN 55101, USA",Burnsville Transit Station,7:43am,6:43am,60.0
T711,46.0,Walk to Eagan Transit Station,Eagan Transit Station,7:36am,7:10am,26.0
T711,1380.0,Bus towards 480 St Paul,Eagan Transit Station,7:36am,7:10am,26.0
T711,143.0,"Walk to St Paul, MN 55101, USA",Eagan Transit Station,7:36am,7:10am,26.0
T712,240.0,Walk to Apple Valley Transitway Station NB,Apple Valley Transit Station,7:26am,6:40am,46.0
T712,2400.0,Bus towards 480 St Paul,Apple Valley Transit Station,7:26am,6:40am,46.0
T712,143.0,"Walk to St Paul, MN 55101, USA",Apple Valley Transit Station,7:26am,6:40am,46.0
T713,91.0,Walk to SW Station P&R & Technology Dr,SouthWest Station,7:43am,6:40am,63.0
T713,1740.0,Bus towards Eastbound 690P Express/And Lk/Pres P&R/SW Sta/Mpls,SouthWest Station,7:43am,6:40am,63.0
T713,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,SouthWest Station,7:43am,6:40am,63.0
T713,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,SouthWest Station,7:43am,6:40am,63.0
T713,143.0,"Walk to St Paul, MN 55101, USA",SouthWest Station,7:43am,6:40am,63.0
T714,1560.0,Bus towards Eastbound 772 Express / Metrolink / Downtown,Station 73,7:43am,6:43am,60.0
T714,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Station 73,7:43am,6:43am,60.0
T714,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Station 73,7:43am,6:43am,60.0
T714,143.0,"Walk to St Paul, MN 55101, USA",Station 73,7:43am,6:43am,60.0
T715,43.0,Walk to Mound Transit Center & Shoreline Dr (Co Rd 15),Mound Transit Center,7:37am,6:28am,69.0
T715,2400.0,Bus towards Eastbound 677 Express/Minneapolis/Hwy 12 Bypass,Mound Transit Center,7:37am,6:28am,69.0
T715,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Mound Transit Center,7:37am,6:28am,69.0
T715,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Mound Transit Center,7:37am,6:28am,69.0
T715,143.0,"Walk to St Paul, MN 55101, USA",Mound Transit Center,7:37am,6:28am,69.0
T716,7.0,Walk to 157th St Station,157th St Station,7:06am,5:56am,70.0
T716,660.0,Bus towards 477 Minneapolis,157th St Station,7:06am,5:56am,70.0
T716,2400.0,Bus towards 480 St Paul,157th St Station,7:06am,5:56am,70.0
T716,143.0,"Walk to St Paul, MN 55101, USA",157th St Station,7:06am,5:56am,70.0
T718,33.0,Walk to Cedar Grove Transit Station,Cedar Grove Transit Station,7:36am,6:39am,57.0
T718,1200.0,Bus towards 437 Eagan,Cedar Grove Transit Station,7:36am,6:39am,57.0
T718,1380.0,Bus towards 480 St Paul,Cedar Grove Transit Station,7:36am,6:39am,57.0
T718,143.0,"Walk to St Paul, MN 55101, USA",Cedar Grove Transit Station,7:36am,6:39am,57.0
T719,90.0,Walk to Lakeville Cedar P&R,Lakeville Cedar,7:26am,6:21am,65.0
T719,480.0,Bus towards 477 Minneapolis,Lakeville Cedar,7:26am,6:21am,65.0
T719,2400.0,Bus towards 480 St Paul,Lakeville Cedar,7:26am,6:21am,65.0
T719,143.0,"Walk to St Paul, MN 55101, USA",Lakeville Cedar,7:26am,6:21am,65.0
T721,1860.0,Bus towards 484 St Paul,Rosemount Transit Station,7:35am,7:02am,33.0
T721,143.0,"Walk to St Paul, MN 55101, USA",Rosemount Transit Station,7:35am,7:02am,33.0
T722,220.0,Walk to Eagle Creek Park & Ride,Eagle Creek Transit Station,7:37am,6:17am,80.0
T722,2820.0,Bus towards 490U Minneapolis/Shakopee/Univ of Minn,Eagle Creek Transit Station,7:37am,6:17am,80.0
T722,102.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Eagle Creek Transit Station,7:37am,6:17am,80.0
T722,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Eagle Creek Transit Station,7:37am,6:17am,80.0
T722,143.0,"Walk to St Paul, MN 55101, USA",Eagle Creek Transit Station,7:37am,6:17am,80.0
T901,122.0,Walk to Normandale Rd (Arcadia) & Eden Ave,Eden/Vernon Ave,7:15am,6:20am,55.0
T901,1320.0,Bus towards Northbound 587 Express / Downtown,Eden/Vernon Ave,7:15am,6:20am,55.0
T901,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Eden/Vernon Ave,7:15am,6:20am,55.0
T901,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Eden/Vernon Ave,7:15am,6:20am,55.0
T901,143.0,"Walk to St Paul, MN 55101, USA",Eden/Vernon Ave,7:15am,6:20am,55.0
T903,683.0,Walk to Northwest Blvd & Bass Lake Rd,I-494 & Bass Lake Road,7:43am,6:04am,99.0
T903,3240.0,Bus towards Eastbound 790 Express / Nathan Ln / Downtown,I-494 & Bass Lake Road,7:43am,6:04am,99.0
T903,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,I-494 & Bass Lake Road,7:43am,6:04am,99.0
T903,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,I-494 & Bass Lake Road,7:43am,6:04am,99.0
T903,143.0,"Walk to St Paul, MN 55101, USA",I-494 & Bass Lake Road,7:43am,6:04am,99.0
T904,144.0,Walk to Carlson Pkwy & Oakland Rd,I-394 Facility Expansion,7:15am,6:14am,61.0
T904,1620.0,Bus towards Eastbound 672 Express / Downtown,I-394 Facility Expansion,7:15am,6:14am,61.0
T904,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,I-394 Facility Expansion,7:15am,6:14am,61.0
T904,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,I-394 Facility Expansion,7:15am,6:14am,61.0
T904,143.0,"Walk to St Paul, MN 55101, USA",I-394 Facility Expansion,7:15am,6:14am,61.0
T905,62.0,Walk to Co Rd 101 & Hwy 55,Hwy 55 & Co Rd 101,7:37am,6:07am,90.0
T905,2940.0,Bus towards Eastbound 776 Olive Ln/Marquette & Washington,Hwy 55 & Co Rd 101,7:37am,6:07am,90.0
T905,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Hwy 55 & Co Rd 101,7:37am,6:07am,90.0
T905,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Hwy 55 & Co Rd 101,7:37am,6:07am,90.0
T905,143.0,"Walk to St Paul, MN 55101, USA",Hwy 55 & Co Rd 101,7:37am,6:07am,90.0
T906,211.0,Walk to Nathan Lane & Rockford Rd,Hwy 169 & Co Rd 8,7:43am,6:28am,75.0
T906,2280.0,Bus towards Eastbound 790 Express / Nathan Ln / Downtown,Hwy 169 & Co Rd 8,7:43am,6:28am,75.0
T906,134.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Hwy 169 & Co Rd 8,7:43am,6:28am,75.0
T906,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Hwy 169 & Co Rd 8,7:43am,6:28am,75.0
T906,143.0,"Walk to St Paul, MN 55101, USA",Hwy 169 & Co Rd 8,7:43am,6:28am,75.0
T907,193.0,Walk to 140 St at Granite Av SW corner,140th Street Station P&R,7:16am,6:27am,49.0
T907,420.0,Bus towards 476 Minneapolis,140th Street Station P&R,7:16am,6:27am,49.0
T907,1920.0,Bus towards 480 St Paul,140th Street Station P&R,7:16am,6:27am,49.0
T907,143.0,"Walk to St Paul, MN 55101, USA",140th Street Station P&R,7:16am,6:27am,49.0
T908,99.0,Walk to 82nd St Transit Center & Gate A,I-35W & American Boulevard,7:43am,6:27am,76.0
T908,300.0,Bus towards Northbound 4 Downtown / Via Lyndale,I-35W & American Boulevard,7:43am,6:27am,76.0
T908,60.0,Walk to 77th St W & Lyndale Ave S,I-35W & American Boulevard,7:43am,6:27am,76.0
T908,1740.0,Bus towards Northbound 535 Ltd Stop / Via 77St / Minneapolis,I-35W & American Boulevard,7:43am,6:27am,76.0
T908,117.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,I-35W & American Boulevard,7:43am,6:27am,76.0
T908,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,I-35W & American Boulevard,7:43am,6:27am,76.0
T908,143.0,"Walk to St Paul, MN 55101, USA",I-35W & American Boulevard,7:43am,6:27am,76.0
T909,1146.0,Walk to Target Bldg B & #7000 Oak Grove Pkwy,Oak Grove Parkway,1:08am,10:01pm,907.0
T909,2160.0,Bus towards Southbound 722 Shingle Creek / Brklyn Ctr TC,Oak Grove Parkway,1:08am,10:01pm,907.0
T909,16.0,Walk to Brooklyn Center Transit & Gate G,Oak Grove Parkway,1:08am,10:01pm,907.0
T909,3300.0,Bus towards Southbound 22H Cedar-28Av/VA Med Ctr/Via Logan-57,Oak Grove Parkway,1:08am,10:01pm,907.0
T909,19.0,Walk to Lake St E & Cedar Ave S,Oak Grove Parkway,1:08am,10:01pm,907.0
T909,2220.0,Bus towards Eastbound 21A Selby-Lake / St Paul,Oak Grove Parkway,1:08am,10:01pm,907.0
T909,143.0,"Walk to St Paul, MN 55101, USA",Oak Grove Parkway,1:08am,10:01pm,907.0
T910,1152.0,Walk to Red Circle Dr & Shady Oak Rd,City West,7:37am,5:31am,126.0
T910,4020.0,Bus towards Westbound 12K Hopkins/United Health/Via K-Tel,City West,7:37am,5:31am,126.0
T910,131.0,Walk to 6th St & Hennepin Ave,City West,7:37am,5:31am,126.0
T910,1440.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,City West,7:37am,5:31am,126.0
T910,143.0,"Walk to St Paul, MN 55101, USA",City West,7:37am,5:31am,126.0
T911,832.0,Walk to Flying Cloud Dr & Shady Oak Rd,Golden Triangle,7:24pm,5:19pm,125.0
T911,1260.0,Bus towards Eastbound Southwest Flex / Eastbound,Golden Triangle,7:24pm,5:19pm,125.0
T911,25.0,Walk to Southdale Transit Center & Gate B,Golden Triangle,7:24pm,5:19pm,125.0
T911,2400.0,Bus towards Eastbound 538A Southdale / Southtown / MOA,Golden Triangle,7:24pm,5:19pm,125.0
T911,88.0,Walk to MOA Transit Station & Gate A,Golden Triangle,7:24pm,5:19pm,125.0
T911,2100.0,Bus towards Eastbound 54 Ltd Stop /Dtwn St Paul/ Via Airport,Golden Triangle,7:24pm,5:19pm,125.0
T911,143.0,"Walk to St Paul, MN 55101, USA",Golden Triangle,7:24pm,5:19pm,125.0
T915,362.0,Walk to Excelsior Blvd & Blake Rd,Blake,7:43am,6:38am,65.0
T915,1560.0,Bus towards Eastbound 664 Express / Downtown,Blake,7:43am,6:38am,65.0
T915,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Blake,7:43am,6:38am,65.0
T915,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Blake,7:43am,6:38am,65.0
T915,143.0,"Walk to St Paul, MN 55101, USA",Blake,7:43am,6:38am,65.0
T916,450.0,Walk to 11th Ave S & Wendys,Shady Oak,7:43am,6:28am,75.0
T916,2100.0,Bus towards Eastbound 664 Express / Downtown,Shady Oak,7:43am,6:28am,75.0
T916,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Shady Oak,7:43am,6:28am,75.0
T916,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Shady Oak,7:43am,6:28am,75.0
T916,143.0,"Walk to St Paul, MN 55101, USA",Shady Oak,7:43am,6:28am,75.0
T917,136.0,Walk to Excelsior Blvd & 8th Ave P&R,Hopkins,7:43am,6:42am,61.0
T917,1560.0,Bus towards Eastbound 670 Express/Dt Mpls,Hopkins,7:43am,6:42am,61.0
T917,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Hopkins,7:43am,6:42am,61.0
T917,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Hopkins,7:43am,6:42am,61.0
T917,143.0,"Walk to St Paul, MN 55101, USA",Hopkins,7:43am,6:42am,61.0
T922,813.0,Walk to Green Circle Dr & Smetana Dr,Opus,7:43am,6:16am,87.0
T922,2460.0,Bus towards Eastbound 664 Express / Downtown,Opus,7:43am,6:16am,87.0
T922,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Opus,7:43am,6:16am,87.0
T922,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Opus,7:43am,6:16am,87.0
T922,143.0,"Walk to St Paul, MN 55101, USA",Opus,7:43am,6:16am,87.0
T923,135.0,Walk to Robbinsdale Transit Center & Gate B,Robbinsdale,7:37am,6:35am,62.0
T923,1920.0,Bus towards Southbound 14E Bloomington / 38St Sta / Via France,Robbinsdale,7:37am,6:35am,62.0
T923,1200.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Robbinsdale,7:37am,6:35am,62.0
T923,143.0,"Walk to St Paul, MN 55101, USA",Robbinsdale,7:37am,6:35am,62.0
T924,988.0,Walk to Minnetonka Blvd & Hwy 100,Beltline,7:43am,6:40am,63.0
T924,1020.0,Bus towards Eastbound 667 Express / Downtown,Beltline,7:43am,6:40am,63.0
T924,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Beltline,7:43am,6:40am,63.0
T924,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Beltline,7:43am,6:40am,63.0
T924,143.0,"Walk to St Paul, MN 55101, USA",Beltline,7:43am,6:40am,63.0
T926,907.0,Walk to Excelsior Blvd & Louisiana Ave,Louisiana,7:43am,6:33am,70.0
T926,1320.0,Bus towards Eastbound 664 Express / Downtown,Louisiana,7:43am,6:33am,70.0
T926,85.0,Walk to 6th St S & 2nd Ave / 3rd Ave S,Louisiana,7:43am,6:33am,70.0
T926,1260.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Louisiana,7:43am,6:33am,70.0
T926,143.0,"Walk to St Paul, MN 55101, USA",Louisiana,7:43am,6:33am,70.0
T927,180.0,Walk to Golden Valley & Theo Wirth Pkwy,Golden Valley Road,7:26am,6:29am,57.0
T927,1500.0,Bus towards Southbound 14C Bloomington/Cedar Pt-66/Via Douglas,Golden Valley Road,7:26am,6:29am,57.0
T927,1020.0,Bus towards Eastbound 94F Express / Dwtn St Paul / River Plaza,Golden Valley Road,7:26am,6:29am,57.0
T927,143.0,"Walk to St Paul, MN 55101, USA",Golden Valley Road,7:26am,6:29am,57.0
T928,375.0,Walk to West Broadway & Bass Lake Rd,Bass Lake Road,7:43am,6:35am,68.0
T928,1800.0,Bus towards Southbound 767 Express / Downtown,Bass Lake Road,7:43am,6:35am,68.0
T928,102.0,Walk to 6th St S & Nicollet Mall,Bass Lake Road,7:43am,6:35am,68.0
T928,1380.0,Bus towards Eastbound 94D Express / Dwtn St Paul / Union Depot,Bass Lake Road,7:43am,6:35am,68.0
T928,143.0,"Walk to St Paul, MN 55101, USA",Bass Lake Road,7:43am,6:35am,68.0
T929,149.0,Walk to Sunray Transit Center & Gate D,Sun Ray,7:43am,7:18am,25.0
T929,1320.0,Bus towards Westbound 70B St. Clair Av / Highland,Sun Ray,7:43am,7:18am,25.0
T929,45.0,"Walk to St Paul, MN 55101, USA",Sun Ray,7:43am,7:18am,25.0
T930,1447.0,Walk to 7th St N & Guthrie Ave N,Helmo,7:41am,6:45am,56.0
T930,600.0,Bus towards Southbound 219 Sunray,Helmo,7:41am,6:45am,56.0
T930,840.0,Bus towards Westbound 294 Express / St Paul,Helmo,7:41am,6:45am,56.0
T930,45.0,"Walk to St Paul, MN 55101, USA",Helmo,7:41am,6:45am,56.0
